timestamp,user_id,machine_id,logon_duration_sec,profile_load_time_sec,auth_time_sec,desktop_init_time_sec,concurrent_logons,machine_cpu_during_logon,machine_memory_during_logon,is_anomaly,profile_ratio,auth_ratio,init_ratio,resource_pressure,load_severity,logon_zscore,all_slow,hour,is_business_hours
2026-01-01 08:00:21,USER_13,DESKTOP_84,119.67763095254156,51.468092825707174,10.222617996466948,37.406900476473865,25,95.46207307048257,92.57434533790605,1,0.4264924031028405,0.08471013157763395,0.30997377211676236,0.8837338919099276,1.5076043563735482,3.0774802574669367,1,8,True
2026-01-01 08:07:02,USER_106,DESKTOP_178,37.61816742885271,11.86989073281487,6.381165962995198,24.771760257666646,17,70.38622001983661,67.68415510994757,0,0.3073654583605783,0.16523740995093544,0.64145354134953,0.4764031833425518,1.0251709623340128,0.5071948233297457,0,8,True
2026-01-01 08:07:09,USER_248,DESKTOP_189,40.448660104210205,17.651414390678923,5.083821791314622,19.581450486712203,19,52.99564034328465,76.95940164684468,0,0.4258621230770728,0.12265346523947648,0.47242662217501186,0.4078512770710569,1.1457793108438967,0.38354794429790195,0,8,True
2026-01-01 08:31:37,USER_242,DESKTOP_11,63.06142187877231,12.654986124631819,5.039661318942837,26.342682987813475,16,52.262890233733344,60.519374956504784,0,0.19754457134247957,0.07866920794358458,0.41120977673058035,0.31629174503659596,0.9648667880790709,0.6042650410729367,0,8,True
2026-01-01 08:31:52,USER_126,DESKTOP_11,39.461362718144855,16.367232667459138,6.6369148147427675,23.285571552264237,17,45.20955016460417,76.00177389883741,0,0.40451511189758493,0.1640309265156423,0.5755014163628712,0.34360060096783934,1.0251709623340128,0.42667691669415075,0,8,True
2026-01-01 08:34:27,USER_488,DESKTOP_198,55.592426912616155,10.557467919047337,3.2432057975899196,17.87284275130125,19,63.16927201067905,68.40719845181297,0,0.18655266252053523,0.05730812362222464,0.31581686325095304,0.4321232926491077,1.1457793108438967,0.2779904228377499,0,8,True
2026-01-01 08:49:43,USER_60,DESKTOP_168,50.74661376361329,11.515802641766133,4.710366661953086,24.234531150571584,17,53.405040243949564,63.21574737038236,0,0.22254214921911875,0.0910275343517314,0.4683307638501478,0.33760395323666187,1.0251709623340128,0.06630654269133728,0,8,True
2026-01-01 08:54:12,USER_309,DESKTOP_162,52.31171574176469,15.244026664486256,3.9478576400968164,18.662230969214434,15,33.301615753936765,71.76926224885156,0,0.28594140054179507,0.07405234637766579,0.3500587199183751,0.23900323943547744,0.904562613824129,0.134676256787327,0,8,True
2026-01-01 09:00:54,USER_269,DESKTOP_180,39.46721427131929,11.30292748703597,4.3892350928677075,29.08618309498944,20,51.39600164422339,71.75561897904902,0,0.27931073810155493,0.10846397934484289,0.7187592133220785,0.368795191102947,1.2060834850988387,0.42642129819571506,0,9,True
2026-01-01 09:01:45,USER_343,DESKTOP_67,39.11154153389312,15.959874593687564,4.65889711717839,31.68079456029607,7,80.78293794186197,68.59743634401724,0,0.3978873407346342,0.11614854326258575,0.7898174278225307,0.5541502443149572,0.4221292197845935,0.44195846044394616,0,9,True
2026-01-01 09:06:01,USER_55,DESKTOP_9,48.75790009572446,18.64322606109514,4.950104891725456,24.08738999890747,12,40.513684564559796,66.71099937296505,0,0.3746787148418487,0.0994837981949082,0.484091771408521,0.2702708385582852,0.7236500910593031,0.020568170132771048,0,9,True
2026-01-01 09:10:12,USER_56,DESKTOP_160,60.05751177602701,12.678979599608496,6.000500491245093,33.45593985952313,20,55.764512553084074,60.2569319858738,0,0.20765634286110296,0.09827620413449385,0.5479414225435063,0.3360198440136593,1.2060834850988387,0.4730426173831212,0,9,True
2026-01-01 09:13:13,USER_448,DESKTOP_162,52.88719920815974,11.701846443318582,6.675572499434293,15.14289311670544,19,53.17941143559395,56.89581731891504,0,0.21715447481535943,0.12388048734259434,0.2810109513803134,0.3025686078166975,1.1457793108438967,0.15981560273005704,0,9,True
2026-01-01 09:16:26,USER_266,DESKTOP_8,37.59558671020635,18.00401983508035,5.2528923381610015,20.530396448331754,17,67.19502833556359,89.1021866021085,0,0.4664787186748299,0.13610085468067024,0.5319363740337344,0.5987223953489356,1.0251709623340128,0.5081812365472136,0,9,True
2026-01-01 09:16:39,USER_159,DESKTOP_131,169.10281308738791,79.51085264570041,8.84343131648897,114.32200948916143,17,79.21840896287779,73.9701772330539,1,0.46742820534574486,0.05198874231401325,0.6720759487406602,0.5859799751104615,1.0251709623340128,5.236563575279207,1,9,True
2026-01-01 09:21:17,USER_15,DESKTOP_13,33.137631358772296,20.933159567452158,6.010053687383966,17.11728618930738,19,44.60954776650528,71.44633336677094,0,0.6131989459799763,0.17605362317674603,0.5014198556839468,0.31871886210666284,1.1457793108438967,0.7029219864057192,0,9,True
2026-01-01 09:26:23,USER_192,DESKTOP_29,43.60144419101336,17.775265399014707,5.082874264220698,26.641901297422617,12,48.307968885859765,44.9722995735531,0,0.39853564657882096,0.11396210047487285,0.5973327048183483,0.21725204485247676,0.7236500910593031,0.24582212858094915,0,9,True
